Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2025-04-03,7779,165.0,170.0,164.0,168.0,168.0,1237500
2025-04-04,7779,167.0,167.0,158.0,164.0,164.0,1724400
2025-04-07,7779,150.0,154.0,147.0,149.0,149.0,2492100
2025-04-08,7779,154.0,162.0,154.0,159.0,159.0,1114300
2025-04-09,7779,157.0,158.0,153.0,156.0,156.0,919700
2025-04-10,7779,165.0,165.0,161.0,161.0,161.0,1216400
2025-04-11,7779,158.0,162.0,155.0,162.0,162.0,721400
2025-04-14,7779,163.0,166.0,160.0,162.0,162.0,579900
2025-04-15,7779,165.0,166.0,163.0,165.0,165.0,298500
2025-04-16,7779,165.0,165.0,160.0,161.0,161.0,498000
2025-04-17,7779,162.0,165.0,162.0,165.0,165.0,492700
2025-04-18,7779,165.0,170.0,164.0,170.0,170.0,665300
2025-04-21,7779,170.0,175.0,170.0,172.0,172.0,798400
2025-04-22,7779,173.0,174.0,167.0,169.0,169.0,748600
2025-04-23,7779,173.0,173.0,169.0,173.0,173.0,396500
2025-04-24,7779,174.0,184.0,171.0,173.0,173.0,2017400
2025-04-25,7779,173.0,175.0,172.0,174.0,174.0,586500
2025-04-28,7779,174.0,175.0,172.0,174.0,174.0,264700
2025-04-30,7779,173.0,174.0,170.0,174.0,174.0,589500
2025-05-01,7779,174.0,174.0,171.0,174.0,174.0,263500
2025-05-02,7779,172.0,174.0,169.0,174.0,174.0,578100
2025-05-07,7779,173.0,177.0,173.0,177.0,177.0,625900
2025-05-08,7779,176.0,176.0,174.0,174.0,174.0,397400
2025-05-09,7779,175.0,176.0,174.0,174.0,174.0,343400
2025-05-12,7779,175.0,176.0,172.0,174.0,174.0,444500
2025-05-13,7779,175.0,177.0,173.0,175.0,175.0,537200
2025-05-14,7779,174.0,175.0,172.0,173.0,173.0,340300
2025-05-15,7779,171.0,177.0,170.0,174.0,174.0,722600
2025-05-16,7779,172.0,181.0,166.0,178.0,178.0,1518800
2025-05-19,7779,180.0,181.0,176.0,177.0,177.0,631400
2025-05-20,7779,177.0,179.0,174.0,175.0,175.0,467900
2025-05-21,7779,175.0,175.0,170.0,170.0,170.0,674000
2025-05-22,7779,168.0,177.0,168.0,173.0,173.0,766400
2025-05-23,7779,173.0,173.0,168.0,170.0,170.0,863500
2025-05-26,7779,170.0,175.0,169.0,173.0,173.0,447800
2025-05-27,7779,176.0,181.0,176.0,179.0,179.0,1088600
2025-05-28,7779,180.0,181.0,175.0,175.0,175.0,471000
2025-05-29,7779,176.0,177.0,174.0,175.0,175.0,474200
2025-05-30,7779,174.0,179.0,174.0,178.0,178.0,550200
2025-06-02,7779,177.0,179.0,175.0,177.0,177.0,659000
2025-06-03,7779,177.0,179.0,174.0,176.0,176.0,639200
2025-06-04,7779,179.0,186.0,179.0,182.0,182.0,1219700
2025-06-05,7779,181.0,184.0,179.0,179.0,179.0,477300
2025-06-06,7779,178.0,179.0,174.0,174.0,174.0,819300
2025-06-09,7779,175.0,177.0,173.0,174.0,174.0,430800
2025-06-10,7779,175.0,175.0,172.0,173.0,173.0,462600
2025-06-11,7779,173.0,178.0,172.0,173.0,173.0,794300
2025-06-12,7779,172.0,175.0,171.0,172.0,172.0,569600
2025-06-13,7779,176.0,176.0,170.0,172.0,172.0,767800
2025-06-16,7779,172.0,175.0,172.0,175.0,175.0,373100
2025-06-17,7779,176.0,177.0,172.0,173.0,173.0,643900
